index_code,con_code,trade_date,weight,index_name
000001.SH,601398.SH,20250127,3.645,上证指数
000001.SH,600519.SH,20250127,3.574,上证指数
000001.SH,601288.SH,20250127,3.266,上证指数
000001.SH,601857.SH,20250127,2.674,上证指数
000001.SH,601988.SH,20250127,2.277,上证指数
000001.SH,601628.SH,20250127,1.676,上证指数
000001.SH,600036.SH,20250127,1.662,上证指数
000001.SH,600900.SH,20250127,1.402,上证指数
000001.SH,601088.SH,20250127,1.308,上证指数
000001.SH,600028.SH,20250127,1.172,上证指数
000001.SH,601728.SH,20250127,1.086,上证指数
000001.SH,601318.SH,20250127,1.085,上证指数
000001.SH,601658.SH,20250127,0.851,上证指数
000001.SH,601138.SH,20250127,0.845,上证指数
000001.SH,601166.SH,20250127,0.836,上证指数
000001.SH,601899.SH,20250127,0.663,上证指数
000001.SH,600030.SH,20250127,0.651,上证指数
000001.SH,600000.SH,20250127,0.62,上证指数
000001.SH,688041.SH,20250127,0.59,上证指数
000001.SH,600276.SH,20250127,0.565,上证指数
000001.SH,601328.SH,20250127,0.564,上证指数
000001.SH,601816.SH,20250127,0.555,上证指数
000001.SH,601998.SH,20250127,0.516,上证指数
000001.SH,601319.SH,20250127,0.504,上证指数
000001.SH,688256.SH,20250127,0.473,上证指数
000001.SH,601668.SH,20250127,0.465,上证指数
000001.SH,603288.SH,20250127,0.452,上证指数
000001.SH,601601.SH,20250127,0.439,上证指数
000001.SH,600309.SH,20250127,0.427,上证指数
000001.SH,601225.SH,20250127,0.418,上证指数
000001.SH,600809.SH,20250127,0.416,上证指数
000001.SH,601985.SH,20250127,0.398,上证指数
000001.SH,601127.SH,20250127,0.397,上证指数
000001.SH,600104.SH,20250127,0.394,上证指数
000001.SH,688981.SH,20250127,0.37,上证指数
000001.SH,600406.SH,20250127,0.368,上证指数
000001.SH,601919.SH,20250127,0.361,上证指数
000001.SH,600919.SH,20250127,0.361,上证指数
000001.SH,601766.SH,20250127,0.359,上证指数
000001.SH,601818.SH,20250127,0.356,上证指数
000001.SH,600887.SH,20250127,0.351,上证指数
000001.SH,600690.SH,20250127,0.344,上证指数
000001.SH,600025.SH,20250127,0.323,上证指数
000001.SH,600050.SH,20250127,0.308,上证指数
000001.SH,601633.SH,20250127,0.307,上证指数
000001.SH,600019.SH,20250127,0.306,上证指数
000001.SH,601066.SH,20250127,0.306,上证指数
000001.SH,600150.SH,20250127,0.298,上证指数
000001.SH,600016.SH,20250127,0.292,上证指数
000001.SH,688111.SH,20250127,0.288,上证指数
000001.SH,603259.SH,20250127,0.274,上证指数
000001.SH,600018.SH,20250127,0.273,上证指数
000001.SH,600031.SH,20250127,0.27,上证指数
000001.SH,600999.SH,20250127,0.266,上证指数
000001.SH,601211.SH,20250127,0.264,上证指数
000001.SH,601229.SH,20250127,0.262,上证指数
000001.SH,600989.SH,20250127,0.255,上证指数
000001.SH,600760.SH,20250127,0.254,上证指数
000001.SH,603993.SH,20250127,0.254,上证指数
000001.SH,603501.SH,20250127,0.254,上证指数
000001.SH,605499.SH,20250127,0.251,上证指数
000001.SH,601169.SH,20250127,0.251,上证指数
000001.SH,601688.SH,20250127,0.246,上证指数
000001.SH,600436.SH,20250127,0.242,上证指数
000001.SH,601390.SH,20250127,0.241,上证指数
000001.SH,601006.SH,20250127,0.241,上证指数
000001.SH,600015.SH,20250127,0.24,上证指数
000001.SH,600905.SH,20250127,0.238,上证指数
000001.SH,600660.SH,20250127,0.237,上证指数
000001.SH,601888.SH,20250127,0.235,上证指数
000001.SH,688036.SH,20250127,0.227,上证指数
000001.SH,601009.SH,20250127,0.227,上证指数
000001.SH,601012.SH,20250127,0.224,上证指数
000001.SH,688012.SH,20250127,0.222,上证指数
000001.SH,601800.SH,20250127,0.221,上证指数
000001.SH,601689.SH,20250127,0.219,上证指数
000001.SH,600886.SH,20250127,0.213,上证指数
000001.SH,600346.SH,20250127,0.209,上证指数
000001.SH,601898.SH,20250127,0.208,上证指数
000001.SH,601989.SH,20250127,0.206,上证指数
000001.SH,688271.SH,20250127,0.203,上证指数
000001.SH,601600.SH,20250127,0.203,上证指数
000001.SH,600837.SH,20250127,0.202,上证指数
000001.SH,601881.SH,20250127,0.201,上证指数
000001.SH,600941.SH,20250127,0.199,上证指数
000001.SH,600585.SH,20250127,0.197,上证指数
000001.SH,600893.SH,20250127,0.197,上证指数
000001.SH,600048.SH,20250127,0.197,上证指数
000001.SH,601336.SH,20250127,0.197,上证指数
000001.SH,601186.SH,20250127,0.195,上证指数
000001.SH,603019.SH,20250127,0.194,上证指数
000001.SH,601111.SH,20250127,0.185,上证指数
000001.SH,603195.SH,20250127,0.183,上证指数
000001.SH,600438.SH,20250127,0.183,上证指数
000001.SH,601995.SH,20250127,0.181,上证指数
000001.SH,601727.SH,20250127,0.181,上证指数
000001.SH,600418.SH,20250127,0.177,上证指数
000001.SH,600926.SH,20250127,0.176,上证指数
000001.SH,600547.SH,20250127,0.174,上证指数
000001.SH,601669.SH,20250127,0.173,上证指数
000001.SH,603392.SH,20250127,0.171,上证指数
000001.SH,603986.SH,20250127,0.168,上证指数
000001.SH,600029.SH,20250127,0.165,上证指数
000001.SH,601100.SH,20250127,0.165,上证指数
000001.SH,600009.SH,20250127,0.164,上证指数
000001.SH,600938.SH,20250127,0.163,上证指数
000001.SH,601939.SH,20250127,0.162,上证指数
000001.SH,601698.SH,20250127,0.161,上证指数
000001.SH,601825.SH,20250127,0.16,上证指数
000001.SH,600010.SH,20250127,0.16,上证指数
000001.SH,600188.SH,20250127,0.159,上证指数
000001.SH,601360.SH,20250127,0.154,上证指数
000001.SH,688008.SH,20250127,0.154,上证指数
000001.SH,600674.SH,20250127,0.154,上证指数
000001.SH,688506.SH,20250127,0.153,上证指数
000001.SH,600111.SH,20250127,0.151,上证指数
000001.SH,603296.SH,20250127,0.15,上证指数
000001.SH,600795.SH,20250127,0.149,上证指数
000001.SH,601868.SH,20250127,0.145,上证指数
000001.SH,600183.SH,20250127,0.144,上证指数
000001.SH,600958.SH,20250127,0.144,上证指数
000001.SH,600023.SH,20250127,0.142,上证指数
000001.SH,600011.SH,20250127,0.14,上证指数
000001.SH,601018.SH,20250127,0.14,上证指数
000001.SH,600415.SH,20250127,0.14,上证指数
000001.SH,600584.SH,20250127,0.138,上证指数
000001.SH,600221.SH,20250127,0.138,上证指数
000001.SH,600160.SH,20250127,0.137,上证指数
000001.SH,603893.SH,20250127,0.136,上证指数
000001.SH,601838.SH,20250127,0.135,上证指数
000001.SH,600115.SH,20250127,0.132,上证指数
000001.SH,601788.SH,20250127,0.131,上证指数
000001.SH,601901.SH,20250127,0.127,上证指数
000001.SH,600489.SH,20250127,0.126,上证指数
000001.SH,601238.SH,20250127,0.126,上证指数
000001.SH,600803.SH,20250127,0.125,上证指数
000001.SH,600066.SH,20250127,0.125,上证指数
000001.SH,600845.SH,20250127,0.124,上证指数
000001.SH,601916.SH,20250127,0.124,上证指数
000001.SH,600039.SH,20250127,0.124,上证指数
000001.SH,603260.SH,20250127,0.122,上证指数
000001.SH,688223.SH,20250127,0.121,上证指数
000001.SH,688396.SH,20250127,0.12,上证指数
000001.SH,600089.SH,20250127,0.12,上证指数
000001.SH,600703.SH,20250127,0.113,上证指数
000001.SH,601872.SH,20250127,0.112,上证指数
000001.SH,600377.SH,20250127,0.111,上证指数
000001.SH,601607.SH,20250127,0.111,上证指数
000001.SH,601618.SH,20250127,0.11,上证指数
000001.SH,600372.SH,20250127,0.109,上证指数
000001.SH,600482.SH,20250127,0.109,上证指数
000001.SH,601456.SH,20250127,0.109,上证指数
000001.SH,605117.SH,20250127,0.109,上证指数
000001.SH,603369.SH,20250127,0.108,上证指数
000001.SH,601136.SH,20250127,0.107,上证指数
000001.SH,601077.SH,20250127,0.106,上证指数
000001.SH,601021.SH,20250127,0.105,上证指数
000001.SH,600741.SH,20250127,0.105,上证指数
000001.SH,601878.SH,20250127,0.102,上证指数
000001.SH,601377.SH,20250127,0.102,上证指数
000001.SH,600085.SH,20250127,0.101,上证指数
000002.SH,601398.SH,20250127,3.653,上证A指
000002.SH,600519.SH,20250127,3.581,上证A指
000002.SH,601288.SH,20250127,3.273,上证A指
000002.SH,601857.SH,20250127,2.68,上证A指
000002.SH,601988.SH,20250127,2.282,上证A指
000002.SH,601628.SH,20250127,1.68,上证A指
000002.SH,600036.SH,20250127,1.666,上证A指
000002.SH,600900.SH,20250127,1.405,上证A指
000002.SH,601088.SH,20250127,1.311,上证A指
000002.SH,600028.SH,20250127,1.174,上证A指
000002.SH,601728.SH,20250127,1.089,上证A指
000002.SH,601318.SH,20250127,1.087,上证A指
000002.SH,601658.SH,20250127,0.852,上证A指
000002.SH,601138.SH,20250127,0.847,上证A指
000002.SH,601166.SH,20250127,0.838,上证A指
000002.SH,601899.SH,20250127,0.664,上证A指
000002.SH,600030.SH,20250127,0.653,上证A指
000002.SH,600000.SH,20250127,0.621,上证A指
000002.SH,688041.SH,20250127,0.591,上证A指
000002.SH,600276.SH,20250127,0.566,上证A指
000002.SH,601328.SH,20250127,0.565,上证A指
000002.SH,601816.SH,20250127,0.556,上证A指
000002.SH,601998.SH,20250127,0.517,上证A指
000002.SH,601319.SH,20250127,0.505,上证A指
000002.SH,688256.SH,20250127,0.474,上证A指
000002.SH,601668.SH,20250127,0.466,上证A指
000002.SH,603288.SH,20250127,0.453,上证A指
000002.SH,601601.SH,20250127,0.44,上证A指
000002.SH,600309.SH,20250127,0.427,上证A指
000002.SH,601225.SH,20250127,0.419,上证A指
000002.SH,600809.SH,20250127,0.417,上证A指
000002.SH,601985.SH,20250127,0.399,上证A指
000002.SH,601127.SH,20250127,0.398,上证A指
000002.SH,600104.SH,20250127,0.395,上证A指
000002.SH,688981.SH,20250127,0.371,上证A指
000002.SH,600406.SH,20250127,0.368,上证A指
000002.SH,600919.SH,20250127,0.362,上证A指
000002.SH,601919.SH,20250127,0.362,上证A指
000002.SH,601766.SH,20250127,0.36,上证A指
000002.SH,601818.SH,20250127,0.357,上证A指
000002.SH,600887.SH,20250127,0.352,上证A指
000002.SH,600690.SH,20250127,0.345,上证A指
000002.SH,600025.SH,20250127,0.323,上证A指
000002.SH,600050.SH,20250127,0.309,上证A指
000002.SH,601633.SH,20250127,0.308,上证A指
000002.SH,601066.SH,20250127,0.307,上证A指
000002.SH,600019.SH,20250127,0.306,上证A指
000002.SH,600150.SH,20250127,0.298,上证A指
000002.SH,600016.SH,20250127,0.292,上证A指
000002.SH,688111.SH,20250127,0.289,上证A指
000002.SH,603259.SH,20250127,0.275,上证A指
000002.SH,600018.SH,20250127,0.274,上证A指
000002.SH,600031.SH,20250127,0.271,上证A指
000002.SH,600999.SH,20250127,0.267,上证A指
000002.SH,601211.SH,20250127,0.265,上证A指
000002.SH,601229.SH,20250127,0.262,上证A指
000002.SH,603501.SH,20250127,0.255,上证A指
000002.SH,600760.SH,20250127,0.255,上证A指
000002.SH,600989.SH,20250127,0.255,上证A指
000002.SH,603993.SH,20250127,0.254,上证A指
000002.SH,601169.SH,20250127,0.252,上证A指
000002.SH,605499.SH,20250127,0.251,上证A指
000002.SH,601688.SH,20250127,0.247,上证A指
000002.SH,600436.SH,20250127,0.243,上证A指
000002.SH,601390.SH,20250127,0.242,上证A指
000002.SH,601006.SH,20250127,0.241,上证A指
000002.SH,600015.SH,20250127,0.24,上证A指
000002.SH,600905.SH,20250127,0.239,上证A指
000002.SH,600660.SH,20250127,0.237,上证A指
000002.SH,601888.SH,20250127,0.235,上证A指
000002.SH,601009.SH,20250127,0.228,上证A指
000002.SH,688036.SH,20250127,0.227,上证A指
000002.SH,601012.SH,20250127,0.224,上证A指
000002.SH,688012.SH,20250127,0.223,上证A指
000002.SH,601800.SH,20250127,0.222,上证A指
000002.SH,601689.SH,20250127,0.22,上证A指
000002.SH,600886.SH,20250127,0.213,上证A指
000002.SH,600346.SH,20250127,0.209,上证A指
000002.SH,601898.SH,20250127,0.208,上证A指
000002.SH,601989.SH,20250127,0.207,上证A指
000002.SH,601600.SH,20250127,0.204,上证A指
000002.SH,688271.SH,20250127,0.204,上证A指
000002.SH,600837.SH,20250127,0.203,上证A指
000002.SH,601881.SH,20250127,0.201,上证A指
000002.SH,600941.SH,20250127,0.199,上证A指
000002.SH,600585.SH,20250127,0.198,上证A指
000002.SH,600893.SH,20250127,0.198,上证A指
000002.SH,600048.SH,20250127,0.198,上证A指
000002.SH,601336.SH,20250127,0.197,上证A指
000002.SH,601186.SH,20250127,0.195,上证A指
000002.SH,603019.SH,20250127,0.195,上证A指
000002.SH,601111.SH,20250127,0.186,上证A指
000002.SH,600438.SH,20250127,0.183,上证A指
000002.SH,603195.SH,20250127,0.183,上证A指
000002.SH,601727.SH,20250127,0.182,上证A指
000002.SH,601995.SH,20250127,0.181,上证A指
000002.SH,600418.SH,20250127,0.177,上证A指
000002.SH,600926.SH,20250127,0.176,上证A指
000002.SH,600547.SH,20250127,0.175,上证A指
000002.SH,601669.SH,20250127,0.174,上证A指
000002.SH,603392.SH,20250127,0.171,上证A指
000002.SH,603986.SH,20250127,0.168,上证A指
000002.SH,600029.SH,20250127,0.166,上证A指
000002.SH,601100.SH,20250127,0.165,上证A指
000002.SH,600009.SH,20250127,0.164,上证A指
000002.SH,601939.SH,20250127,0.163,上证A指
000002.SH,600938.SH,20250127,0.163,上证A指
000002.SH,600010.SH,20250127,0.161,上证A指
000002.SH,601698.SH,20250127,0.161,上证A指
000002.SH,600188.SH,20250127,0.16,上证A指
000002.SH,601825.SH,20250127,0.16,上证A指
000002.SH,688506.SH,20250127,0.154,上证A指
000002.SH,688008.SH,20250127,0.154,上证A指
000002.SH,601360.SH,20250127,0.154,上证A指
000002.SH,600674.SH,20250127,0.154,上证A指
000002.SH,600111.SH,20250127,0.151,上证A指
000002.SH,603296.SH,20250127,0.15,上证A指
000002.SH,600795.SH,20250127,0.149,上证A指
000002.SH,600958.SH,20250127,0.145,上证A指
000002.SH,601868.SH,20250127,0.145,上证A指
000002.SH,600183.SH,20250127,0.144,上证A指
000002.SH,600023.SH,20250127,0.143,上证A指
000002.SH,600011.SH,20250127,0.141,上证A指
000002.SH,600415.SH,20250127,0.14,上证A指
000002.SH,601018.SH,20250127,0.14,上证A指
000002.SH,600221.SH,20250127,0.139,上证A指
000002.SH,600584.SH,20250127,0.138,上证A指
000002.SH,600160.SH,20250127,0.138,上证A指
000002.SH,603893.SH,20250127,0.137,上证A指
000002.SH,601838.SH,20250127,0.136,上证A指
000002.SH,600115.SH,20250127,0.132,上证A指
000002.SH,601788.SH,20250127,0.132,上证A指
000002.SH,601901.SH,20250127,0.127,上证A指
000002.SH,600489.SH,20250127,0.126,上证A指
000002.SH,601238.SH,20250127,0.126,上证A指
000002.SH,600803.SH,20250127,0.126,上证A指
000002.SH,600066.SH,20250127,0.125,上证A指
000002.SH,601916.SH,20250127,0.124,上证A指
000002.SH,600845.SH,20250127,0.124,上证A指
000002.SH,600039.SH,20250127,0.124,上证A指
000002.SH,688223.SH,20250127,0.122,上证A指
000002.SH,603260.SH,20250127,0.122,上证A指
000002.SH,600089.SH,20250127,0.12,上证A指
000002.SH,688396.SH,20250127,0.12,上证A指
000002.SH,600703.SH,20250127,0.114,上证A指
000002.SH,601872.SH,20250127,0.112,上证A指
000002.SH,601607.SH,20250127,0.112,上证A指
000002.SH,600377.SH,20250127,0.111,上证A指
000002.SH,601618.SH,20250127,0.11,上证A指
000002.SH,600372.SH,20250127,0.109,上证A指
000002.SH,600482.SH,20250127,0.109,上证A指
000002.SH,601456.SH,20250127,0.109,上证A指
000002.SH,605117.SH,20250127,0.109,上证A指
000002.SH,603369.SH,20250127,0.108,上证A指
000002.SH,601136.SH,20250127,0.107,上证A指
000002.SH,601077.SH,20250127,0.106,上证A指
000002.SH,601021.SH,20250127,0.105,上证A指
000002.SH,600741.SH,20250127,0.105,上证A指
000002.SH,601878.SH,20250127,0.103,上证A指
000002.SH,601377.SH,20250127,0.102,上证A指
000002.SH,600085.SH,20250127,0.101,上证A指
000003.SH,900948.SH,20250127,27.636,B股指数
000003.SH,900926.SH,20250127,11.61,B股指数
000003.SH,900905.SH,20250127,7.428,B股指数
000003.SH,900936.SH,20250127,7.138,B股指数
000003.SH,900932.SH,20250127,5.23,B股指数
000003.SH,900947.SH,20250127,4.429,B股指数
000003.SH,900908.SH,20250127,2.555,B股指数
000003.SH,900925.SH,20250127,2.432,B股指数
000003.SH,900934.SH,20250127,2.327,B股指数
000003.SH,900911.SH,20250127,2.232,B股指数
000003.SH,900901.SH,20250127,1.876,B股指数
000003.SH,900903.SH,20250127,1.806,B股指数
000003.SH,900942.SH,20250127,1.653,B股指数
000003.SH,900912.SH,20250127,1.532,B股指数
000003.SH,900917.SH,20250127,1.344,B股指数
000003.SH,900909.SH,20250127,1.304,B股指数
000003.SH,900923.SH,20250127,1.202,B股指数
000003.SH,900941.SH,20250127,1.188,B股指数
000003.SH,900945.SH,20250127,1.174,B股指数
000003.SH,900910.SH,20250127,1.134,B股指数
000003.SH,900914.SH,20250127,1.012,B股指数
000003.SH,900924.SH,20250127,0.868,B股指数
000003.SH,900929.SH,20250127,0.842,B股指数
000003.SH,900906.SH,20250127,0.824,B股指数
000003.SH,900902.SH,20250127,0.822,B股指数
000003.SH,900928.SH,20250127,0.762,B股指数
000003.SH,900937.SH,20250127,0.736,B股指数
000003.SH,900918.SH,20250127,0.677,B股指数
000003.SH,900920.SH,20250127,0.677,B股指数
000003.SH,900957.SH,20250127,0.622,B股指数
000003.SH,900916.SH,20250127,0.604,B股指数
000003.SH,900938.SH,20250127,0.588,B股指数
000003.SH,900939.SH,20250127,0.501,B股指数
000003.SH,900940.SH,20250127,0.462,B股指数
000003.SH,900943.SH,20250127,0.421,B股指数
000003.SH,900927.SH,20250127,0.414,B股指数
000003.SH,900946.SH,20250127,0.408,B股指数
000003.SH,900915.SH,20250127,0.389,B股指数
000003.SH,900913.SH,20250127,0.34,B股指数
000003.SH,900904.SH,20250127,0.304,B股指数
000003.SH,900921.SH,20250127,0.254,B股指数
000003.SH,900922.SH,20250127,0.243,B股指数
000004.SH,600519.SH,20250127,6.249,工业指数
000004.SH,601857.SH,20250127,4.676,工业指数
000004.SH,600900.SH,20250127,2.451,工业指数
000004.SH,601088.SH,20250127,2.287,工业指数
000004.SH,600028.SH,20250127,2.049,工业指数
000004.SH,601138.SH,20250127,1.477,工业指数
000004.SH,601899.SH,20250127,1.159,工业指数
000004.SH,688041.SH,20250127,1.031,工业指数
000004.SH,600276.SH,20250127,0.987,工业指数
000004.SH,688256.SH,20250127,0.828,工业指数
000004.SH,603288.SH,20250127,0.79,工业指数
000004.SH,600309.SH,20250127,0.746,工业指数
000004.SH,601225.SH,20250127,0.731,工业指数
000004.SH,600809.SH,20250127,0.727,工业指数
000004.SH,601127.SH,20250127,0.695,工业指数
000004.SH,600104.SH,20250127,0.689,工业指数
000004.SH,688981.SH,20250127,0.647,工业指数
000004.SH,600406.SH,20250127,0.643,工业指数
000004.SH,601766.SH,20250127,0.627,工业指数
000004.SH,600887.SH,20250127,0.614,工业指数
000004.SH,600690.SH,20250127,0.602,工业指数
000004.SH,601633.SH,20250127,0.537,工业指数
000004.SH,600019.SH,20250127,0.534,工业指数
000004.SH,600150.SH,20250127,0.521,工业指数
000004.SH,688111.SH,20250127,0.503,工业指数
000004.SH,600031.SH,20250127,0.473,工业指数
000004.SH,600989.SH,20250127,0.446,工业指数
000004.SH,600760.SH,20250127,0.445,工业指数
000004.SH,603501.SH,20250127,0.445,工业指数
000004.SH,603993.SH,20250127,0.443,工业指数
000004.SH,605499.SH,20250127,0.438,工业指数
000004.SH,600436.SH,20250127,0.424,工业指数
000004.SH,601390.SH,20250127,0.422,工业指数
000004.SH,600660.SH,20250127,0.414,工业指数
000004.SH,688036.SH,20250127,0.397,工业指数
000004.SH,601012.SH,20250127,0.391,工业指数
000004.SH,688012.SH,20250127,0.389,工业指数
000004.SH,600886.SH,20250127,0.372,工业指数
000004.SH,600346.SH,20250127,0.366,工业指数
000004.SH,601898.SH,20250127,0.364,工业指数
000004.SH,601989.SH,20250127,0.36,工业指数
000004.SH,601600.SH,20250127,0.355,工业指数
000004.SH,688271.SH,20250127,0.355,工业指数
000004.SH,600585.SH,20250127,0.345,工业指数
000004.SH,603019.SH,20250127,0.34,工业指数
000004.SH,603195.SH,20250127,0.319,工业指数
000004.SH,600438.SH,20250127,0.319,工业指数
000004.SH,601727.SH,20250127,0.317,工业指数
000004.SH,600418.SH,20250127,0.31,工业指数
000004.SH,600547.SH,20250127,0.305,工业指数
000004.SH,603392.SH,20250127,0.299,工业指数
000004.SH,603986.SH,20250127,0.293,工业指数
000004.SH,601100.SH,20250127,0.289,工业指数
000004.SH,600938.SH,20250127,0.285,工业指数
000004.SH,600010.SH,20250127,0.28,工业指数
000004.SH,600188.SH,20250127,0.278,工业指数
000004.SH,688008.SH,20250127,0.269,工业指数
000004.SH,600674.SH,20250127,0.269,工业指数
000004.SH,688506.SH,20250127,0.268,工业指数
000004.SH,600111.SH,20250127,0.264,工业指数
000004.SH,603296.SH,20250127,0.262,工业指数
000004.SH,600183.SH,20250127,0.251,工业指数
000004.SH,600023.SH,20250127,0.249,工业指数
000004.SH,600011.SH,20250127,0.246,工业指数
000004.SH,600584.SH,20250127,0.241,工业指数
000004.SH,600160.SH,20250127,0.24,工业指数
000004.SH,603893.SH,20250127,0.239,工业指数
000004.SH,600489.SH,20250127,0.221,工业指数
000004.SH,600803.SH,20250127,0.219,工业指数
000004.SH,600066.SH,20250127,0.219,工业指数
000004.SH,600039.SH,20250127,0.217,工业指数
000004.SH,600845.SH,20250127,0.216,工业指数
000004.SH,603260.SH,20250127,0.213,工业指数
000004.SH,688223.SH,20250127,0.212,工业指数
000004.SH,688396.SH,20250127,0.209,工业指数
000004.SH,600089.SH,20250127,0.209,工业指数
000004.SH,600703.SH,20250127,0.198,工业指数
000004.SH,601607.SH,20250127,0.195,工业指数
000004.SH,601618.SH,20250127,0.192,工业指数
000004.SH,600372.SH,20250127,0.191,工业指数
000004.SH,600482.SH,20250127,0.19,工业指数
000004.SH,605117.SH,20250127,0.19,工业指数
000004.SH,603369.SH,20250127,0.189,工业指数
000004.SH,601021.SH,20250127,0.183,工业指数
000004.SH,600085.SH,20250127,0.176,工业指数
000004.SH,601058.SH,20250127,0.175,工业指数
000004.SH,688009.SH,20250127,0.174,工业指数
000004.SH,603799.SH,20250127,0.172,工业指数
000004.SH,600600.SH,20250127,0.171,工业指数
000004.SH,688126.SH,20250127,0.17,工业指数
000004.SH,600570.SH,20250127,0.17,工业指数
000004.SH,688608.SH,20250127,0.165,工业指数
000004.SH,601877.SH,20250127,0.165,工业指数
000004.SH,600233.SH,20250127,0.164,工业指数
000004.SH,600219.SH,20250127,0.163,工业指数
000004.SH,688047.SH,20250127,0.162,工业指数
000004.SH,688249.SH,20250127,0.162,工业指数
000004.SH,600522.SH,20250127,0.161,工业指数
000004.SH,688303.SH,20250127,0.159,工业指数
000004.SH,600176.SH,20250127,0.157,工业指数
000004.SH,603198.SH,20250127,0.155,工业指数
000004.SH,600426.SH,20250127,0.154,工业指数
000004.SH,601216.SH,20250127,0.153,工业指数
000004.SH,600733.SH,20250127,0.153,工业指数
000004.SH,600362.SH,20250127,0.152,工业指数
000004.SH,601567.SH,20250127,0.149,工业指数
000004.SH,688082.SH,20250127,0.149,工业指数
000004.SH,600968.SH,20250127,0.148,工业指数
000004.SH,688169.SH,20250127,0.147,工业指数
000004.SH,600096.SH,20250127,0.147,工业指数
000004.SH,600398.SH,20250127,0.146,工业指数
000004.SH,600460.SH,20250127,0.145,工业指数
000004.SH,600745.SH,20250127,0.145,工业指数
000004.SH,600875.SH,20250127,0.144,工业指数
000004.SH,601168.SH,20250127,0.144,工业指数
000004.SH,600161.SH,20250127,0.143,工业指数
000004.SH,688472.SH,20250127,0.143,工业指数
000004.SH,688188.SH,20250127,0.142,工业指数
000004.SH,600256.SH,20250127,0.139,工业指数
000004.SH,688187.SH,20250127,0.139,工业指数
000004.SH,600839.SH,20250127,0.138,工业指数
000004.SH,688072.SH,20250127,0.138,工业指数
000004.SH,603833.SH,20250127,0.138,工业指数
000004.SH,600487.SH,20250127,0.134,工业指数
000004.SH,600985.SH,20250127,0.132,工业指数
000004.SH,603806.SH,20250127,0.132,工业指数
000004.SH,600177.SH,20250127,0.131,工业指数
000004.SH,600332.SH,20250127,0.131,工业指数
000004.SH,688120.SH,20250127,0.13,工业指数
000004.SH,688599.SH,20250127,0.13,工业指数
000004.SH,601699.SH,20250127,0.13,工业指数
000004.SH,601799.SH,20250127,0.13,工业指数
000004.SH,600588.SH,20250127,0.129,工业指数
000004.SH,601179.SH,20250127,0.129,工业指数
000004.SH,688617.SH,20250127,0.128,工业指数
000004.SH,689009.SH,20250127,0.128,工业指数
000004.SH,600536.SH,20250127,0.127,工业指数
000004.SH,603529.SH,20250127,0.127,工业指数
000004.SH,603606.SH,20250127,0.126,工业指数
000004.SH,688728.SH,20250127,0.125,工业指数
000004.SH,603160.SH,20250127,0.125,工业指数
000004.SH,601865.SH,20250127,0.125,工业指数
000004.SH,600673.SH,20250127,0.125,工业指数
000004.SH,600885.SH,20250127,0.124,工业指数
000004.SH,601061.SH,20250127,0.123,工业指数
000004.SH,688099.SH,20250127,0.122,工业指数
000004.SH,600925.SH,20250127,0.121,工业指数
000004.SH,603568.SH,20250127,0.12,工业指数
000004.SH,603338.SH,20250127,0.119,工业指数
000004.SH,601231.SH,20250127,0.119,工业指数
000004.SH,601958.SH,20250127,0.118,工业指数
000004.SH,688702.SH,20250127,0.117,工业指数
000004.SH,600862.SH,20250127,0.115,工业指数
000004.SH,603605.SH,20250127,0.115,工业指数
000004.SH,688278.SH,20250127,0.114,工业指数
000004.SH,688349.SH,20250127,0.114,工业指数
000004.SH,688469.SH,20250127,0.113,工业指数
000004.SH,603228.SH,20250127,0.111,工业指数
000004.SH,688213.SH,20250127,0.11,工业指数
000004.SH,603659.SH,20250127,0.109,工业指数
000004.SH,600299.SH,20250127,0.109,工业指数
000004.SH,600352.SH,20250127,0.109,工业指数
000004.SH,603129.SH,20250127,0.108,工业指数
000004.SH,688578.SH,20250127,0.107,工业指数
000004.SH,600549.SH,20250127,0.107,工业指数
000004.SH,688538.SH,20250127,0.107,工业指数
000004.SH,600060.SH,20250127,0.107,工业指数
000004.SH,600518.SH,20250127,0.107,工业指数
000004.SH,688018.SH,20250127,0.105,工业指数
000004.SH,600707.SH,20250127,0.105,工业指数
000004.SH,600298.SH,20250127,0.104,工业指数
000004.SH,688183.SH,20250127,0.104,工业指数
000004.SH,600988.SH,20250127,0.103,工业指数
000004.SH,600038.SH,20250127,0.102,工业指数
000004.SH,688220.SH,20250127,0.101,工业指数
000004.SH,600517.SH,20250127,0.101,工业指数
000005.SH,601658.SH,20250127,13.311,商业指数
000005.SH,600919.SH,20250127,5.653,商业指数
000005.SH,601066.SH,20250127,4.796,商业指数
000005.SH,601229.SH,20250127,4.099,商业指数
000005.SH,601881.SH,20250127,3.139,商业指数
000005.SH,601995.SH,20250127,2.828,商业指数
000005.SH,600926.SH,20250127,2.747,商业指数
000005.SH,601825.SH,20250127,2.498,商业指数
000005.SH,600415.SH,20250127,2.19,商业指数
000005.SH,601838.SH,20250127,2.121,商业指数
000005.SH,601916.SH,20250127,1.938,商业指数
000005.SH,601456.SH,20250127,1.704,商业指数
000005.SH,601077.SH,20250127,1.657,商业指数
000005.SH,601878.SH,20250127,1.602,商业指数
000005.SH,600918.SH,20250127,1.343,商业指数
000005.SH,601059.SH,20250127,1.335,商业指数
000005.SH,600515.SH,20250127,1.294,商业指数
000005.SH,601236.SH,20250127,1.152,商业指数
000005.SH,601577.SH,20250127,1.15,商业指数
